设备大类,device_id,类型,英文名,中文描述,参数(名:类型),PLC节点,交互模式
气体净化机,gas_purifier,property,fault_code,故障代码,int,故障代码,读状态
气体净化机,gas_purifier,property,current_output_flow,实际输出流量,float,实际输出流量,读状态
气体净化机,gas_purifier,property,output_pressure,输出压力,float,输出压力,读状态
气体净化机,gas_purifier,property,pressure_low_alarm,压力不足报警,bool,压力不足报警,读状态
气体净化机,gas_purifier,property,purity_exceed_alarm,纯度超标报警,bool,纯度超标报警,读状态
组织研磨仪,tissue_grinder,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
组织研磨仪,tissue_grinder,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
组织研磨仪,tissue_grinder,action,set_target_speed,设置目标转速,target_speed:float,目标转速设置,写设定值
组织研磨仪,tissue_grinder,action,set_grinding_time,设置研磨时间,grinding_time:float,研磨时间设置,写设定值
组织研磨仪,tissue_grinder,action,set_amplitude_level,设置振幅等级,amplitude_level:int,振幅等级设置,写设定值
组织研磨仪,tissue_grinder,action,set_cooling_temperature,设置制冷温度,cooling_temperature:float,制冷温度设置,写设定值
组织研磨仪,tissue_grinder,action,set_cycle_count,设置循环次数,cycle_count:int,循环次数设置,写设定值
组织研磨仪,tissue_grinder,action,grind,研磨,,研磨触发 / 研磨完成,写触发→等完成→复位
组织研磨仪,tissue_grinder,action,cool,制冷,,制冷触发 / 制冷完成,写触发→等完成→复位
组织研磨仪,tissue_grinder,property,status,设备运行状态,str,设备运行状态,读状态
组织研磨仪,tissue_grinder,property,fault,故障,bool,故障,读状态
组织研磨仪,tissue_grinder,property,idle,空闲,bool,空闲,读状态
组织研磨仪,tissue_grinder,property,device_ready,设备就绪,bool,设备就绪,读状态
组织研磨仪,tissue_grinder,property,sample_chamber_door_state,样品室门状态,bool,样品室门状态,读状态
组织研磨仪,tissue_grinder,property,safety_lock_state,安全锁状态,bool,安全锁状态,读状态
组织研磨仪,tissue_grinder,property,amplitude_stable_state,振幅稳定状态,bool,振幅稳定状态,读状态
组织研磨仪,tissue_grinder,property,fault_code,故障代码,int,故障代码,读状态
组织研磨仪,tissue_grinder,property,current_speed,实际转速检测,float,实际转速检测,读状态
组织研磨仪,tissue_grinder,property,current_temperature,实际温度检测,float,实际温度检测,读状态
组织研磨仪,tissue_grinder,action,start_cooling,制冷启动,,制冷启动触发 / 制冷启动完成,写触发→等完成→复位
组织研磨仪,tissue_grinder,action,stop_cooling,制冷停止,,制冷停止触发 / 制冷停止完成,写触发→等完成→复位
研磨机,grinder,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
研磨机,grinder,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
研磨机,grinder,action,set_grinding_disc_speed,设置研磨盘转速,grinding_disc_speed:float,研磨盘转速设置,写设定值
研磨机,grinder,action,set_grinding_pressure,设置研磨压力,grinding_pressure:float,研磨压力设置,写设定值
研磨机,grinder,action,set_grinding_time,设置研磨时间,grinding_time:float,研磨时间设置,写设定值
研磨机,grinder,action,set_grinding_particle_size,设置研磨粒度,grinding_particle_size:int,研磨粒度设置,写设定值
研磨机,grinder,action,set_cleaning_time,设置清洁时间,cleaning_time:float,清洁时间设置,写设定值
研磨机,grinder,action,grind,研磨,,研磨触发 / 研磨完成,写触发→等完成→复位
研磨机,grinder,action,auto_clean,自动清洁,,自动清洁触发 / 自动清洁完成,写触发→等完成→复位
研磨机,grinder,property,status,设备运行状态,str,设备运行状态,读状态
研磨机,grinder,property,fault,故障,bool,故障,读状态
研磨机,grinder,property,idle,空闲,bool,空闲,读状态
研磨机,grinder,property,device_ready,设备就绪,bool,设备就绪,读状态
研磨机,grinder,property,grinding_disc_rotation_state,研磨盘旋转状态,bool,研磨盘旋转状态,读状态
研磨机,grinder,property,pressure_loading_state,压力加载状态,bool,压力加载状态,读状态
研磨机,grinder,property,cooling_system_running,冷却系统运行,bool,冷却系统运行,读状态
研磨机,grinder,property,guard_state,防护罩状态,bool,防护罩状态,读状态
研磨机,grinder,property,fault_code,故障代码,int,故障代码,读状态
研磨机,grinder,property,current_speed,实际转速检测,float,实际转速检测,读状态
研磨机,grinder,property,current_pressure,实际压力检测,float,实际压力检测,读状态
研磨机,grinder,property,grinding_disk_rotation_state,研磨盘旋转状态,bool,研磨盘旋转状态,读状态
研磨机,grinder,property,guard_cover_state,防护罩状态,bool,防护罩状态,读状态
电子束刻蚀系统,electron_beam_etching_system,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
电子束刻蚀系统,electron_beam_etching_system,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
电子束刻蚀系统,electron_beam_etching_system,action,set_etching_power,设置刻蚀功率,etching_power:float,刻蚀功率设置,写设定值
电子束刻蚀系统,electron_beam_etching_system,action,set_vacuum,设置真空度,vacuum:float,真空度设置,写设定值
电子束刻蚀系统,electron_beam_etching_system,action,set_etching_time,设置刻蚀时间,etching_time:float,刻蚀时间设置,写设定值
电子束刻蚀系统,electron_beam_etching_system,action,set_sample_stage_temp,设置样品台温度,sample_stage_temp:float,样品台温度设置,写设定值
电子束刻蚀系统,electron_beam_etching_system,action,set_etching_depth,设置刻蚀深度,etching_depth:float,刻蚀深度设置,写设定值
电子束刻蚀系统,electron_beam_etching_system,action,etch,刻蚀,,刻蚀触发 / 刻蚀完成,写触发→等完成→复位
电子束刻蚀系统,electron_beam_etching_system,action,plasma,等离子体,,等离子体触发 / 等离子体完成,写触发→等完成→复位
电子束刻蚀系统,electron_beam_etching_system,property,status,设备运行状态,str,设备运行状态,读状态
电子束刻蚀系统,electron_beam_etching_system,property,fault,故障,bool,故障,读状态
电子束刻蚀系统,electron_beam_etching_system,property,idle,空闲,bool,空闲,读状态
电子束刻蚀系统,electron_beam_etching_system,property,device_ready,设备就绪,bool,设备就绪,读状态
电子束刻蚀系统,electron_beam_etching_system,property,vacuum_system_running,真空系统运行,bool,真空系统运行,读状态
电子束刻蚀系统,electron_beam_etching_system,property,gas_supply_state,气体供应状态,bool,气体供应状态,读状态
电子束刻蚀系统,electron_beam_etching_system,property,sample_stage_moving_state,样品台移动状态,bool,样品台移动状态,读状态
电子束刻蚀系统,electron_beam_etching_system,property,shield_door_off_state,屏蔽门关闭状态,bool,屏蔽门关闭状态,读状态
电子束刻蚀系统,electron_beam_etching_system,property,power_stable_state,功率稳定状态,bool,功率稳定状态,读状态
电子束刻蚀系统,electron_beam_etching_system,property,fault_code,故障代码,int,故障代码,读状态
电子束刻蚀系统,electron_beam_etching_system,property,current_power,实际功率检测,float,实际功率检测,读状态
电子束刻蚀系统,electron_beam_etching_system,property,current_vacuum,实际真空度检测,float,实际真空度检测,读状态
电子束刻蚀系统,electron_beam_etching_system,property,plasma_start_state,等离子体启动,bool,等离子体启动,读状态
电子束刻蚀系统,electron_beam_etching_system,property,shielding_door_closed_state,屏蔽门关闭状态,bool,屏蔽门关闭状态,读状态
纽扣电池组装工站,coin_cell_assembly_station,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
纽扣电池组装工站,coin_cell_assembly_station,action,set_electrolyte_bottle_count,设置电解液使用瓶数,electrolyte_bottle_count:int,电解液使用瓶数设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_anode_sheet_reels,设置负极片盘数,anode_sheet_reels:int,负极片盘数设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_separator_reels,设置隔膜盘数,separator_reels:int,隔膜盘数设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_electrolyte_uses_per_bottle,设置单瓶电解液使用次数,electrolyte_uses_per_bottle:int,单瓶电解液使用次数设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_electrolyte_draw_volume,设置电解液吸取量,electrolyte_draw_volume:int,电解液吸取量设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_cell_assembly_press_force,设置电池组装压制力,cell_assembly_press_force:int,电池组装压制力设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_electrolyte_qr_serial,设置电解液二维码序列号,electrolyte_qr_serial:str,电解液二维码序列号设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_pipette_dispense_volume,设置移液枪排液量,pipette_dispense_volume:int,移液枪排液量设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_electrode_stacking_mode,设置极片堆叠方式,electrode_stacking_mode:str,极片堆叠方式设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_battery_qr_serial,设置电池二维码序列号,battery_qr_serial:str,电池二维码序列号设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_ocv_ok_lower_limit,设置开路电压OK下限值,ocv_ok_lower_limit:float,开路电压OK下限值设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_ocv_ok_upper_limit,设置开路电压OK上限值,ocv_ok_upper_limit:float,开路电压OK上限值设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_cathode_sheet_thickness_10mm,设置10mm正极片厚度,cathode_sheet_thickness_10mm:float,10mm正极片厚度设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_cathode_sheet_thickness_12mm,设置12mm正极片厚度,cathode_sheet_thickness_12mm:float,12mm正极片厚度设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_cathode_sheet_thickness_16mm,设置16mm正极片厚度,cathode_sheet_thickness_16mm:float,16mm正极片厚度设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_aluminum_foil_thickness,设置铝箔厚度,aluminum_foil_thickness:float,铝箔厚度设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_cathode_case_thickness,设置正极壳厚度,cathode_case_thickness:float,正极壳厚度设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_flat_washer_thickness,设置平垫厚度,flat_washer_thickness:float,平垫厚度设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_anode_case_thickness,设置负极壳厚度,anode_case_thickness:float,负极壳厚度设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_spring_washer_thickness,设置弹垫厚度,spring_washer_thickness:float,弹垫厚度设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,set_finished_cell_thickness,设置成品电池厚度,finished_cell_thickness:float,成品电池厚度设置,写设定值
纽扣电池组装工站,coin_cell_assembly_station,action,start,启动,,启动触发 / 启动完成,写触发→等完成→复位
纽扣电池组装工站,coin_cell_assembly_station,action,stop,停止,,停止触发 / 停止完成,写触发→等完成→复位
纽扣电池组装工站,coin_cell_assembly_station,action,reset,复位,,复位触发 / 复位完成,写触发→等完成→复位
纽扣电池组装工站,coin_cell_assembly_station,action,set_manual_mode,切换手动模式,,切换手动模式触发 / 切换手动模式完成,写触发→等完成→复位
纽扣电池组装工站,coin_cell_assembly_station,action,set_auto_mode,切换自动模式,,切换自动模式触发 / 切换自动模式完成,写触发→等完成→复位
纽扣电池组装工站,coin_cell_assembly_station,action,load_recipe,配方下发,,配方下发触发 / 配方下发完成,写触发→等完成→复位
纽扣电池组装工站,coin_cell_assembly_station,property,status,设备运行状态,str,设备运行状态,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,electrolyte_bottle_count,电解液使用瓶数,int,电解液使用瓶数,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,electrolyte_uses_per_bottle,单瓶电解液使用次数,int,单瓶电解液使用次数,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,electrolyte_draw_volume,电解液吸取量,int,电解液吸取量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,electrolyte_qr_serial,电解液二维码序列号,str,电解液二维码序列号,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,aluminum_foil_material,铝箔物料,bool,铝箔物料,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,pressing_mode,压制模式,bool,压制模式,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,cathode_weigh,正极片称重,bool,正极片称重,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,pipette_dispense_volume,移液枪排液量,int,移液枪排液量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,current_cell_cathode_weigh_data,当前电池正极片称重数据,str,当前电池正极片称重数据,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,current_single_cell_assembly_time,当前单颗电池组装时间,str,当前单颗电池组装时间,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,current_cell_assembly_press_force,当前电池组装压制力,int,当前电池组装压制力,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,current_electrolyte_fill_volume,当前电解液加注量,int,当前电解液加注量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,electrode_stacking_mode,组装参数：极片堆叠方式(7/8),str,组装参数：极片堆叠方式(7/8),读状态
纽扣电池组装工站,coin_cell_assembly_station,property,battery_qr_serial,电池二维码序列号,str,电池二维码序列号,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,current_electrolyte_cell_count,当前电极液组装电池数量,int,当前电极液组装电池数量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,current_cell_voltage_data,当前电池电压数据,str,当前电池电压数据,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,current_anode_sheet_remaining_reels,当前负极片剩余盘数量,int,当前负极片剩余盘数量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,current_separator_remaining_reels,当前隔膜剩余盘数量,int,当前隔膜剩余盘数量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,electrolyte_status_code,电解液状态码,int,电解液状态码,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,current_in_progress_cell_count,当前进行组装电池数量,int,当前进行组装电池数量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,current_completed_cell_count,当前完成组装电池数量,int,当前完成组装电池数量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,p_10mm_cathode_sheet_remaining_material_count,10mm正极片剩余物料数量,int,10mm正极片剩余物料数量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,p_12mm_cathode_sheet_remaining_material_count,12mm正极片剩余物料数量,int,12mm正极片剩余物料数量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,p_16mm_cathode_sheet_remaining_material_count,16mm正极片剩余物料数量,int,16mm正极片剩余物料数量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,aluminum_foil_remaining_material_count,铝箔剩余物料数量,int,铝箔剩余物料数量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,cathode_case_remaining_material_count,正极壳剩余物料数量,int,正极壳剩余物料数量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,flat_washer_remaining_material_count,平垫剩余物料数量,int,平垫剩余物料数量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,anode_case_remaining_material_count,负极壳剩余物料数量,int,负极壳剩余物料数量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,spring_washer_remaining_material_count,弹垫剩余物料数量,int,弹垫剩余物料数量,读状态
纽扣电池组装工站,coin_cell_assembly_station,property,device_ready,设备就绪,bool,设备就绪,读状态
软包电池组装工站,pouch_cell_assembly_station,action,set_packaging_temperature,设置封装温度,packaging_temperature:float,封装温度设置,写设定值
软包电池组装工站,pouch_cell_assembly_station,action,set_packaging_pressure,设置封装压力,packaging_pressure:float,封装压力设置,写设定值
软包电池组装工站,pouch_cell_assembly_station,action,set_packaging_time,设置封装时间,packaging_time:float,封装时间设置,写设定值
软包电池组装工站,pouch_cell_assembly_station,action,set_hot_press_temperature,设置热压温度,hot_press_temperature:float,热压温度设置,写设定值
软包电池组装工站,pouch_cell_assembly_station,action,set_hot_press_pressure,设置热压压力,hot_press_pressure:float,热压压力设置,写设定值
软包电池组装工站,pouch_cell_assembly_station,action,set_hot_press_time,设置热压时间,hot_press_time:float,热压时间设置,写设定值
软包电池组装工站,pouch_cell_assembly_station,action,set_cutting_speed,设置裁切速度,cutting_speed:float,裁切速度设置,写设定值
软包电池组装工站,pouch_cell_assembly_station,action,set_vacuum,设置真空度,vacuum:float,真空度设置,写设定值
软包电池组装工站,pouch_cell_assembly_station,action,set_cooling_water_temp,设置冷却水温,cooling_water_temp:float,冷却水温设置,写设定值
软包电池组装工站,pouch_cell_assembly_station,action,set_heating_power,设置加热功率,heating_power:float,加热功率设置,写设定值
软包电池组装工站,pouch_cell_assembly_station,action,start,启动,,启动触发 / 启动完成,写触发→等完成→复位
软包电池组装工站,pouch_cell_assembly_station,action,stop,停止,,停止触发 / 停止完成,写触发→等完成→复位
软包电池组装工站,pouch_cell_assembly_station,action,reset,复位,,复位触发 / 复位完成,写触发→等完成→复位
软包电池组装工站,pouch_cell_assembly_station,property,status,设备运行状态,str,设备运行状态,读状态
软包电池组装工站,pouch_cell_assembly_station,property,device_running_state,设备运行状态,bool,设备运行状态,读状态
软包电池组装工站,pouch_cell_assembly_station,property,device_fault_state,设备故障状态,bool,设备故障状态,读状态
软包电池组装工站,pouch_cell_assembly_station,property,packaging_process_state,封装工序状态,bool,封装工序状态,读状态
软包电池组装工站,pouch_cell_assembly_station,property,cutting_process_state,裁切工序状态,bool,裁切工序状态,读状态
软包电池组装工站,pouch_cell_assembly_station,property,hot_press_process_state,热压工序状态,bool,热压工序状态,读状态
软包电池组装工站,pouch_cell_assembly_station,property,device_ready_state,设备就绪状态,bool,设备就绪状态,读状态
软包电池组装工站,pouch_cell_assembly_station,property,material_in_place_state,物料到位状态,bool,物料到位状态,读状态
软包电池组装工站,pouch_cell_assembly_station,property,vacuum_state,真空状态,bool,真空状态,读状态
软包电池组装工站,pouch_cell_assembly_station,property,cooling_system_state,冷却系统状态,bool,冷却系统状态,读状态
软包电池组装工站,pouch_cell_assembly_station,property,device_status_code,设备状态码,int,设备状态码,读状态
软包电池组装工站,pouch_cell_assembly_station,property,packaging_status_code,封装状态码,int,封装状态码,读状态
软包电池组装工站,pouch_cell_assembly_station,property,cutting_status_code,裁切状态码,int,裁切状态码,读状态
软包电池组装工站,pouch_cell_assembly_station,property,hot_press_status_code,热压状态码,int,热压状态码,读状态
软包电池组装工站,pouch_cell_assembly_station,property,fault_code,故障代码,int,故障代码,读状态
软包电池组装工站,pouch_cell_assembly_station,property,current_packaging_temperature,封装温度实际,float,封装温度实际,读状态
软包电池组装工站,pouch_cell_assembly_station,property,current_packaging_pressure,封装压力实际,float,封装压力实际,读状态
软包电池组装工站,pouch_cell_assembly_station,property,current_packaging_time,封装时间实际,float,封装时间实际,读状态
软包电池组装工站,pouch_cell_assembly_station,property,current_hot_press_temperature,热压温度实际,float,热压温度实际,读状态
软包电池组装工站,pouch_cell_assembly_station,property,current_hot_press_pressure,热压压力实际,float,热压压力实际,读状态
软包电池组装工站,pouch_cell_assembly_station,property,current_hot_press_time,热压时间实际,float,热压时间实际,读状态
软包电池组装工站,pouch_cell_assembly_station,property,current_cutting_speed,裁切速度实际,float,裁切速度实际,读状态
软包电池组装工站,pouch_cell_assembly_station,property,current_vacuum,真空度实际,float,真空度实际,读状态
软包电池组装工站,pouch_cell_assembly_station,property,packaging_mold_position,封装模具位置,float,封装模具位置,读状态
软包电池组装工站,pouch_cell_assembly_station,property,current_cooling_water_temp,冷却水温实际,float,冷却水温实际,读状态
软包电池组装工站,pouch_cell_assembly_station,property,current_heating_power,加热功率实际,float,加热功率实际,读状态
软包电池组装工站,pouch_cell_assembly_station,property,device_ready,设备就绪,bool,设备就绪,读状态
模具电池组装工站,mold_cell_assembly_station,action,set_mold_temperature,设置模具温度,mold_temperature:float,模具温度设置,写设定值
模具电池组装工站,mold_cell_assembly_station,action,set_injection_pressure,设置注塑压力,injection_pressure:float,注塑压力设置,写设定值
模具电池组装工站,mold_cell_assembly_station,action,set_injection_speed,设置注塑速度,injection_speed:float,注塑速度设置,写设定值
模具电池组装工站,mold_cell_assembly_station,action,set_holding_pressure,设置保压压力,holding_pressure:float,保压压力设置,写设定值
模具电池组装工站,mold_cell_assembly_station,action,set_holding_time,设置保压时间,holding_time:float,保压时间设置,写设定值
模具电池组装工站,mold_cell_assembly_station,action,set_cooling_time,设置冷却时间,cooling_time:float,冷却时间设置,写设定值
模具电池组装工站,mold_cell_assembly_station,action,set_preheat_temperature,设置预热温度,preheat_temperature:float,预热温度设置,写设定值
模具电池组装工站,mold_cell_assembly_station,action,set_heating_power,设置加热功率,heating_power:float,加热功率设置,写设定值
模具电池组装工站,mold_cell_assembly_station,action,start,启动,,启动触发 / 启动完成,写触发→等完成→复位
模具电池组装工站,mold_cell_assembly_station,action,stop,停止,,停止触发 / 停止完成,写触发→等完成→复位
模具电池组装工站,mold_cell_assembly_station,action,reset,复位,,复位触发 / 复位完成,写触发→等完成→复位
模具电池组装工站,mold_cell_assembly_station,property,status,设备运行状态,str,设备运行状态,读状态
模具电池组装工站,mold_cell_assembly_station,property,device_running_state,设备运行状态,bool,设备运行状态,读状态
模具电池组装工站,mold_cell_assembly_station,property,device_fault_state,设备故障状态,bool,设备故障状态,读状态
模具电池组装工站,mold_cell_assembly_station,property,mold_closed_state,模具闭合状态,bool,模具闭合状态,读状态
模具电池组装工站,mold_cell_assembly_station,property,injection_process_state,注塑工序状态,bool,注塑工序状态,读状态
模具电池组装工站,mold_cell_assembly_station,property,demold_process_state,脱模工序状态,bool,脱模工序状态,读状态
模具电池组装工站,mold_cell_assembly_station,property,preheat_process_state,预热工序状态,bool,预热工序状态,读状态
模具电池组装工站,mold_cell_assembly_station,property,material_in_place_state,物料到位状态,bool,物料到位状态,读状态
模具电池组装工站,mold_cell_assembly_station,property,hydraulic_system_state,液压系统状态,bool,液压系统状态,读状态
模具电池组装工站,mold_cell_assembly_station,property,heating_system_state,加热系统状态,bool,加热系统状态,读状态
模具电池组装工站,mold_cell_assembly_station,property,device_status_code,设备状态码,int,设备状态码,读状态
模具电池组装工站,mold_cell_assembly_station,property,mold_status_code,模具状态码,int,模具状态码,读状态
模具电池组装工站,mold_cell_assembly_station,property,injection_status_code,注塑状态码,int,注塑状态码,读状态
模具电池组装工站,mold_cell_assembly_station,property,demold_status_code,脱模状态码,int,脱模状态码,读状态
模具电池组装工站,mold_cell_assembly_station,property,fault_code,故障代码,int,故障代码,读状态
模具电池组装工站,mold_cell_assembly_station,property,current_mold_temperature,模具温度实际,float,模具温度实际,读状态
模具电池组装工站,mold_cell_assembly_station,property,current_injection_pressure,注塑压力实际,float,注塑压力实际,读状态
模具电池组装工站,mold_cell_assembly_station,property,current_injection_speed,注塑速度实际,float,注塑速度实际,读状态
模具电池组装工站,mold_cell_assembly_station,property,current_holding_pressure,保压压力实际,float,保压压力实际,读状态
模具电池组装工站,mold_cell_assembly_station,property,current_holding_time,保压时间实际,float,保压时间实际,读状态
模具电池组装工站,mold_cell_assembly_station,property,current_cooling_time,冷却时间实际,float,冷却时间实际,读状态
模具电池组装工站,mold_cell_assembly_station,property,current_preheat_temperature,预热温度实际,float,预热温度实际,读状态
模具电池组装工站,mold_cell_assembly_station,property,current_heating_power,加热功率实际,float,加热功率实际,读状态
模具电池组装工站,mold_cell_assembly_station,property,device_ready,设备就绪,bool,设备就绪,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,action,set_deposition_temperature,设置沉积温度,deposition_temperature:float,沉积温度设置,写设定值
薄膜电池组装工站,thin_film_cell_assembly_station,action,set_deposition_rate,设置沉积速率,deposition_rate:float,沉积速率设置,写设定值
薄膜电池组装工站,thin_film_cell_assembly_station,action,set_deposition_time,设置沉积时间,deposition_time:float,沉积时间设置,写设定值
薄膜电池组装工站,thin_film_cell_assembly_station,action,set_sputter_power,设置溅射功率,sputter_power:float,溅射功率设置,写设定值
薄膜电池组装工站,thin_film_cell_assembly_station,action,set_sputter_pressure,设置溅射气压,sputter_pressure:float,溅射气压设置,写设定值
薄膜电池组装工站,thin_film_cell_assembly_station,action,set_annealing_temperature,设置退火温度,annealing_temperature:float,退火温度设置,写设定值
薄膜电池组装工站,thin_film_cell_assembly_station,action,set_annealing_time,设置退火时间,annealing_time:float,退火时间设置,写设定值
薄膜电池组装工站,thin_film_cell_assembly_station,action,set_vacuum,设置真空度,vacuum:float,真空度设置,写设定值
薄膜电池组装工站,thin_film_cell_assembly_station,action,set_ar_gas_flow,设置Ar气流量,ar_gas_flow:float,Ar气流量设置,写设定值
薄膜电池组装工站,thin_film_cell_assembly_station,action,set_o2_gas_flow,设置O2气流量,o2_gas_flow:float,O2气流量设置,写设定值
薄膜电池组装工站,thin_film_cell_assembly_station,action,set_n2_gas_flow,设置N2气流量,n2_gas_flow:float,N2气流量设置,写设定值
薄膜电池组装工站,thin_film_cell_assembly_station,action,set_gas_partial_pressure_ratio,设置气体分压比,gas_partial_pressure_ratio:float,气体分压比设置,写设定值
薄膜电池组装工站,thin_film_cell_assembly_station,action,set_film_thickness,设置薄膜厚度,film_thickness:float,薄膜厚度设置,写设定值
薄膜电池组装工站,thin_film_cell_assembly_station,action,set_rf_power,设置射频功率,rf_power:float,射频功率设置,写设定值
薄膜电池组装工站,thin_film_cell_assembly_station,action,start,启动,,启动触发 / 启动完成,写触发→等完成→复位
薄膜电池组装工站,thin_film_cell_assembly_station,action,stop,停止,,停止触发 / 停止完成,写触发→等完成→复位
薄膜电池组装工站,thin_film_cell_assembly_station,action,reset,复位,,复位触发 / 复位完成,写触发→等完成→复位
薄膜电池组装工站,thin_film_cell_assembly_station,property,status,设备运行状态,str,设备运行状态,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,device_running_state,设备运行状态,bool,设备运行状态,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,device_fault_state,设备故障状态,bool,设备故障状态,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,deposition_process_state,沉积工序状态,bool,沉积工序状态,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,sputter_process_state,溅射工序状态,bool,溅射工序状态,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,annealing_process_state,退火工序状态,bool,退火工序状态,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,vacuum_system_state,真空系统状态,bool,真空系统状态,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,target_state,靶材状态,bool,靶材状态,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,substrate_in_place_state,基片到位状态,bool,基片到位状态,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,gas_supply_state,气体供应状态,bool,气体供应状态,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,device_status_code,设备状态码,int,设备状态码,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,deposition_status_code,沉积状态码,int,沉积状态码,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,sputter_status_code,溅射状态码,int,溅射状态码,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,annealing_status_code,退火状态码,int,退火状态码,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,vacuum_status_code,真空状态码,float,真空状态码,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,fault_code,故障代码,int,故障代码,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,current_deposition_temperature,沉积温度实际,float,沉积温度实际,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,current_deposition_rate,沉积速率实际,float,沉积速率实际,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,current_deposition_time,沉积时间实际,float,沉积时间实际,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,current_sputter_power,溅射功率实际,float,溅射功率实际,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,current_sputter_pressure,溅射气压实际,float,溅射气压实际,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,current_annealing_temperature,退火温度实际,float,退火温度实际,读状态
薄膜电池组装工站,thin_film_cell_assembly_station,property,current_annealing_time,退火时间实际,float,退火时间实际,读状态
