设备大类,device_id,类型,英文名,中文描述,参数(名:类型),PLC节点,交互模式
冷藏箱,refrigerator,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
冷藏箱,refrigerator,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
冷藏箱,refrigerator,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
冷藏箱,refrigerator,action,set_defrost_interval,设置除霜间隔,defrost_interval:float,除霜间隔设置,写设定值
冷藏箱,refrigerator,action,set_defrost_time,设置除霜时间,defrost_time:float,除霜时间设置,写设定值
冷藏箱,refrigerator,action,set_fan_speed,设置风扇转速,fan_speed:float,风扇转速设置,写设定值
冷藏箱,refrigerator,action,defrost,除霜,,除霜触发 / 除霜完成,写触发→等完成→复位
冷藏箱,refrigerator,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
冷藏箱,refrigerator,property,status,设备运行状态,str,设备运行状态,读状态
冷藏箱,refrigerator,property,fault,故障,bool,故障,读状态
冷藏箱,refrigerator,property,idle,空闲,bool,空闲,读状态
冷藏箱,refrigerator,property,device_ready,设备就绪,bool,设备就绪,读状态
冷藏箱,refrigerator,property,door_open_state,门打开状态,bool,门打开状态,读状态
冷藏箱,refrigerator,property,cooling_system_running,制冷系统运行,bool,制冷系统运行,读状态
冷藏箱,refrigerator,property,fault_code,故障代码,int,故障代码,读状态
冷藏箱,refrigerator,property,current_temperature,实际温度,float,实际温度,读状态
冷藏箱,refrigerator,property,compressor_duty_ratio,压缩机运行比例,float,压缩机运行比例,读状态
冷藏箱,refrigerator,property,temperature_alarm,温度超限报警,bool,温度超限报警,读状态
冷冻箱,freezer,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
冷冻箱,freezer,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
冷冻箱,freezer,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
冷冻箱,freezer,action,set_defrost_interval,设置除霜间隔,defrost_interval:float,除霜间隔设置,写设定值
冷冻箱,freezer,action,set_defrost_time,设置除霜时间,defrost_time:float,除霜时间设置,写设定值
冷冻箱,freezer,action,set_fan_speed,设置风扇转速,fan_speed:float,风扇转速设置,写设定值
冷冻箱,freezer,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
冷冻箱,freezer,property,status,设备运行状态,str,设备运行状态,读状态
冷冻箱,freezer,property,fault,故障,bool,故障,读状态
冷冻箱,freezer,property,idle,空闲,bool,空闲,读状态
冷冻箱,freezer,property,device_ready,设备就绪,bool,设备就绪,读状态
冷冻箱,freezer,property,door_open_state,门打开状态,bool,门打开状态,读状态
冷冻箱,freezer,property,fault_code,故障代码,int,故障代码,读状态
冷冻箱,freezer,property,current_temperature,实际温度,float,实际温度,读状态
冷冻箱,freezer,property,compressor_duty_ratio,压缩机运行比例,float,压缩机运行比例,读状态
冷冻箱,freezer,action,defrost,除霜,,除霜触发 / 除霜完成,写触发→等完成→复位
冷冻箱,freezer,property,freezing_system_running,冷冻系统运行,bool,冷冻系统运行,读状态
冷冻箱,freezer,property,low_temp_protection_active,低温保护激活,bool,低温保护激活,读状态
冷冻箱,freezer,property,oil_level_abnormal,冷冻油位异常,bool,冷冻油位异常,读状态
冷冻箱,freezer,property,compressor_overload,压缩机过载,bool,压缩机过载,读状态
冷冻冷藏箱,fridge_freezer,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
冷冻冷藏箱,fridge_freezer,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
冷冻冷藏箱,fridge_freezer,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
冷冻冷藏箱,fridge_freezer,action,defrost,除霜,,除霜触发 / 除霜完成,写触发→等完成→复位
冷冻冷藏箱,fridge_freezer,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
冷冻冷藏箱,fridge_freezer,action,stop,停止,,停止触发 / 停止完成,写触发→等完成→复位
冷冻冷藏箱,fridge_freezer,property,status,设备运行状态,str,设备运行状态,读状态
冷冻冷藏箱,fridge_freezer,property,fault,故障,bool,故障,读状态
冷冻冷藏箱,fridge_freezer,property,idle,空闲,bool,空闲,读状态
冷冻冷藏箱,fridge_freezer,property,device_ready,设备就绪,bool,设备就绪,读状态
冷冻冷藏箱,fridge_freezer,property,running_state,运行状态,bool,运行状态,读状态
冷冻冷藏箱,fridge_freezer,property,door_open_state,门打开状态,bool,门打开状态,读状态
冷冻冷藏箱,fridge_freezer,property,cooling_system_running,制冷系统运行,bool,制冷系统运行,读状态
冷冻冷藏箱,fridge_freezer,property,fault_code,故障代码,int,故障代码,读状态
冷冻冷藏箱,fridge_freezer,property,current_temperature,实际温度,float,实际温度,读状态
冷冻冷藏箱,fridge_freezer,property,temperature_alarm,温度超限报警,bool,温度超限报警,读状态
冷冻冷藏箱,fridge_freezer,action,set_fridge_temperature,设置冷藏温度,fridge_temperature:float,冷藏温度设置,写设定值
冷冻冷藏箱,fridge_freezer,action,set_freezer_temperature,设置冷冻温度,freezer_temperature:float,冷冻温度设置,写设定值
冷冻冷藏箱,fridge_freezer,property,current_fridge_temperature,冷藏实际温度,float,冷藏实际温度,读状态
冷冻冷藏箱,fridge_freezer,property,current_freezer_temperature,冷冻实际温度,float,冷冻实际温度,读状态
低温冰箱,low_temp_freezer,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
低温冰箱,low_temp_freezer,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
低温冰箱,low_temp_freezer,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
低温冰箱,low_temp_freezer,action,set_cooldown_rate,设置降温速率,cooldown_rate:float,降温速率设置,写设定值
低温冰箱,low_temp_freezer,action,set_vacuum,设置真空度,vacuum:float,真空度设置,写设定值
低温冰箱,low_temp_freezer,action,set_holding_time,设置保温时间,holding_time:float,保温时间设置,写设定值
低温冰箱,low_temp_freezer,action,defrost,除霜,,除霜触发 / 除霜完成,写触发→等完成→复位
低温冰箱,low_temp_freezer,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
低温冰箱,low_temp_freezer,property,status,设备运行状态,str,设备运行状态,读状态
低温冰箱,low_temp_freezer,property,fault,故障,bool,故障,读状态
低温冰箱,low_temp_freezer,property,idle,空闲,bool,空闲,读状态
低温冰箱,low_temp_freezer,property,device_ready,设备就绪,bool,设备就绪,读状态
低温冰箱,low_temp_freezer,property,fault_code,故障代码,int,故障代码,读状态
低温冰箱,low_temp_freezer,property,current_temperature,实际温度,float,实际温度,读状态
低温冰箱,low_temp_freezer,property,current_vacuum,真空度实际值,float,真空度实际值,读状态
低温冰箱,low_temp_freezer,property,temperature_alarm,温度超限报警,bool,温度超限报警,读状态
超低温冰箱,ultra_low_temp_freezer,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
超低温冰箱,ultra_low_temp_freezer,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
超低温冰箱,ultra_low_temp_freezer,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
超低温冰箱,ultra_low_temp_freezer,action,set_cooldown_rate,设置降温速率,cooldown_rate:float,降温速率设置,写设定值
超低温冰箱,ultra_low_temp_freezer,action,set_vacuum,设置真空度,vacuum:float,真空度设置,写设定值
超低温冰箱,ultra_low_temp_freezer,action,set_holding_time,设置保温时间,holding_time:float,保温时间设置,写设定值
超低温冰箱,ultra_low_temp_freezer,action,defrost,除霜,,除霜触发 / 除霜完成,写触发→等完成→复位
超低温冰箱,ultra_low_temp_freezer,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
超低温冰箱,ultra_low_temp_freezer,property,status,设备运行状态,str,设备运行状态,读状态
超低温冰箱,ultra_low_temp_freezer,property,fault,故障,bool,故障,读状态
超低温冰箱,ultra_low_temp_freezer,property,idle,空闲,bool,空闲,读状态
超低温冰箱,ultra_low_temp_freezer,property,device_ready,设备就绪,bool,设备就绪,读状态
超低温冰箱,ultra_low_temp_freezer,property,fault_code,故障代码,int,故障代码,读状态
超低温冰箱,ultra_low_temp_freezer,property,current_temperature,实际温度,float,实际温度,读状态
超低温冰箱,ultra_low_temp_freezer,property,current_vacuum,真空度实际值,float,真空度实际值,读状态
超低温冰箱,ultra_low_temp_freezer,property,temperature_alarm,温度超限报警,bool,温度超限报警,读状态
深低温冰箱,deep_low_temp_freezer,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
深低温冰箱,deep_low_temp_freezer,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
深低温冰箱,deep_low_temp_freezer,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
深低温冰箱,deep_low_temp_freezer,action,set_cooldown_rate,设置降温速率,cooldown_rate:float,降温速率设置,写设定值
深低温冰箱,deep_low_temp_freezer,action,set_vacuum,设置真空度,vacuum:float,真空度设置,写设定值
深低温冰箱,deep_low_temp_freezer,action,set_holding_time,设置保温时间,holding_time:float,保温时间设置,写设定值
深低温冰箱,deep_low_temp_freezer,action,defrost,除霜,,除霜触发 / 除霜完成,写触发→等完成→复位
深低温冰箱,deep_low_temp_freezer,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
深低温冰箱,deep_low_temp_freezer,property,status,设备运行状态,str,设备运行状态,读状态
深低温冰箱,deep_low_temp_freezer,property,fault,故障,bool,故障,读状态
深低温冰箱,deep_low_temp_freezer,property,idle,空闲,bool,空闲,读状态
深低温冰箱,deep_low_temp_freezer,property,device_ready,设备就绪,bool,设备就绪,读状态
深低温冰箱,deep_low_temp_freezer,property,fault_code,故障代码,int,故障代码,读状态
深低温冰箱,deep_low_temp_freezer,property,current_temperature,实际温度,float,实际温度,读状态
深低温冰箱,deep_low_temp_freezer,property,current_vacuum,真空度实际值,float,真空度实际值,读状态
深低温冰箱,deep_low_temp_freezer,property,temperature_alarm,温度超限报警,bool,温度超限报警,读状态
血液柜,blood_bank_refrigerator,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
血液柜,blood_bank_refrigerator,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
血液柜,blood_bank_refrigerator,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
血液柜,blood_bank_refrigerator,action,set_alarm_temperature,设置报警温度,alarm_temperature:float,报警温度设置,写设定值
血液柜,blood_bank_refrigerator,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
血液柜,blood_bank_refrigerator,action,backup,备份,,备份触发 / 备份完成,写触发→等完成→复位
血液柜,blood_bank_refrigerator,property,status,设备运行状态,str,设备运行状态,读状态
血液柜,blood_bank_refrigerator,property,fault,故障,bool,故障,读状态
血液柜,blood_bank_refrigerator,property,idle,空闲,bool,空闲,读状态
血液柜,blood_bank_refrigerator,property,device_ready,设备就绪,bool,设备就绪,读状态
血液柜,blood_bank_refrigerator,property,door_open_state,门打开状态,bool,门打开状态,读状态
血液柜,blood_bank_refrigerator,property,data_logging_state,数据记录状态,bool,数据记录状态,读状态
血液柜,blood_bank_refrigerator,property,fault_code,故障代码,int,故障代码,读状态
血液柜,blood_bank_refrigerator,property,current_temperature,实际温度,float,实际温度,读状态
血液柜,blood_bank_refrigerator,property,temperature_logging_interval,温度记录间隔,float,温度记录间隔,读状态
血液柜,blood_bank_refrigerator,property,temperature_monitoring_active,温度监控激活,bool,温度监控激活,读状态
血液柜,blood_bank_refrigerator,property,history_data_count,历史数据条数,int,历史数据条数,读状态
血液柜,blood_bank_refrigerator,action,set_alarm_temperature_low,设置报警温度下限,alarm_temperature_low:float,报警温度下限设置,写设定值
药品柜,pharmacy_refrigerator,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
药品柜,pharmacy_refrigerator,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
药品柜,pharmacy_refrigerator,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
药品柜,pharmacy_refrigerator,action,set_alarm_temperature,设置报警温度,alarm_temperature:float,报警温度设置,写设定值
药品柜,pharmacy_refrigerator,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
药品柜,pharmacy_refrigerator,action,backup,备份,,备份触发 / 备份完成,写触发→等完成→复位
药品柜,pharmacy_refrigerator,property,status,设备运行状态,str,设备运行状态,读状态
药品柜,pharmacy_refrigerator,property,fault,故障,bool,故障,读状态
药品柜,pharmacy_refrigerator,property,idle,空闲,bool,空闲,读状态
药品柜,pharmacy_refrigerator,property,device_ready,设备就绪,bool,设备就绪,读状态
药品柜,pharmacy_refrigerator,property,door_open_state,门打开状态,bool,门打开状态,读状态
药品柜,pharmacy_refrigerator,property,data_logging_state,数据记录状态,bool,数据记录状态,读状态
药品柜,pharmacy_refrigerator,property,fault_code,故障代码,int,故障代码,读状态
药品柜,pharmacy_refrigerator,property,current_temperature,实际温度,float,实际温度,读状态
药品柜,pharmacy_refrigerator,property,temperature_logging_interval,温度记录间隔,float,温度记录间隔,读状态
药品柜,pharmacy_refrigerator,property,temperature_monitoring_active,温度监控激活,bool,温度监控激活,读状态
药品柜,pharmacy_refrigerator,property,history_data_count,历史数据条数,int,历史数据条数,读状态
药品柜,pharmacy_refrigerator,action,set_alarm_temperature_low,设置报警温度下限,alarm_temperature_low:float,报警温度下限设置,写设定值
疫苗柜,vaccine_refrigerator,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
疫苗柜,vaccine_refrigerator,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
疫苗柜,vaccine_refrigerator,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
疫苗柜,vaccine_refrigerator,action,set_alarm_temperature,设置报警温度,alarm_temperature:float,报警温度设置,写设定值
疫苗柜,vaccine_refrigerator,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
疫苗柜,vaccine_refrigerator,action,backup,备份,,备份触发 / 备份完成,写触发→等完成→复位
疫苗柜,vaccine_refrigerator,property,status,设备运行状态,str,设备运行状态,读状态
疫苗柜,vaccine_refrigerator,property,fault,故障,bool,故障,读状态
疫苗柜,vaccine_refrigerator,property,idle,空闲,bool,空闲,读状态
疫苗柜,vaccine_refrigerator,property,device_ready,设备就绪,bool,设备就绪,读状态
疫苗柜,vaccine_refrigerator,property,door_open_state,门打开状态,bool,门打开状态,读状态
疫苗柜,vaccine_refrigerator,property,data_logging_state,数据记录状态,bool,数据记录状态,读状态
疫苗柜,vaccine_refrigerator,property,fault_code,故障代码,int,故障代码,读状态
疫苗柜,vaccine_refrigerator,property,current_temperature,实际温度,float,实际温度,读状态
疫苗柜,vaccine_refrigerator,property,temperature_logging_interval,温度记录间隔,float,温度记录间隔,读状态
疫苗柜,vaccine_refrigerator,property,temperature_monitoring_active,温度监控激活,bool,温度监控激活,读状态
疫苗柜,vaccine_refrigerator,property,history_data_count,历史数据条数,int,历史数据条数,读状态
疫苗柜,vaccine_refrigerator,action,set_alarm_temperature_low,设置报警温度下限,alarm_temperature_low:float,报警温度下限设置,写设定值
食品柜,food_refrigerator,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
食品柜,food_refrigerator,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
食品柜,food_refrigerator,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
食品柜,food_refrigerator,action,set_humidity,设置湿度,humidity:float,湿度设置,写设定值
食品柜,food_refrigerator,action,set_sterilization_time,设置杀菌时间,sterilization_time:float,杀菌时间设置,写设定值
食品柜,food_refrigerator,action,set_fresh_keeping_cycle,设置保鲜周期,fresh_keeping_cycle:float,保鲜周期设置,写设定值
食品柜,food_refrigerator,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
食品柜,food_refrigerator,property,status,设备运行状态,str,设备运行状态,读状态
食品柜,food_refrigerator,property,fault,故障,bool,故障,读状态
食品柜,food_refrigerator,property,idle,空闲,bool,空闲,读状态
食品柜,food_refrigerator,property,device_ready,设备就绪,bool,设备就绪,读状态
食品柜,food_refrigerator,property,door_open_state,门打开状态,bool,门打开状态,读状态
食品柜,food_refrigerator,property,humidity_state,湿度监控状态,bool,湿度监控状态,读状态
食品柜,food_refrigerator,property,sterilization_function_state,杀菌功能状态,bool,杀菌功能状态,读状态
食品柜,food_refrigerator,property,fault_code,故障代码,int,故障代码,读状态
食品柜,food_refrigerator,property,current_temperature,实际温度,float,实际温度,读状态
食品柜,food_refrigerator,property,current_humidity,实际湿度,float,实际湿度,读状态
食品柜,food_refrigerator,property,odor_detection_alarm,异味检测报警,bool,异味检测报警,读状态
食品柜,food_refrigerator,property,fresh_keeping_mode_active,保鲜模式激活,bool,保鲜模式激活,读状态
高温金属浴,high_temp_metal_bath,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
高温金属浴,high_temp_metal_bath,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
高温金属浴,high_temp_metal_bath,action,start_heating,加热启动,,加热启动触发 / 加热启动完成,写触发→等完成→复位
高温金属浴,high_temp_metal_bath,action,run_countdown,运行倒计时,,运行倒计时触发 / 运行倒计时完成,写触发→等完成→复位
高温金属浴,high_temp_metal_bath,property,status,设备运行状态,str,设备运行状态,读状态
高温金属浴,high_temp_metal_bath,property,fault,故障,bool,故障,读状态
高温金属浴,high_temp_metal_bath,property,idle,空闲,bool,空闲,读状态
高温金属浴,high_temp_metal_bath,property,fault_code,故障代码,int,故障代码,读状态
高温金属浴,high_temp_metal_bath,property,run_time,运行时间,float,运行时间,读状态
高温金属浴,high_temp_metal_bath,property,current_temperature,实际温度,float,实际温度,读状态
高温金属浴,high_temp_metal_bath,property,remaining_time,剩余时间,float,剩余时间,读状态
高温金属浴,high_temp_metal_bath,action,stop_heating,加热停止,,加热停止触发 / 加热停止完成,写触发→等完成→复位
高温金属浴,high_temp_metal_bath,property,device_ready,设备就绪,bool,设备就绪,读状态
高低温金属浴,high_low_temp_metal_bath,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
高低温金属浴,high_low_temp_metal_bath,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
高低温金属浴,high_low_temp_metal_bath,action,start_heat_cool,加热/制冷启动,,加热/制冷启动触发 / 加热/制冷启动完成,写触发→等完成→复位
高低温金属浴,high_low_temp_metal_bath,action,run_countdown,运行倒计时,,运行倒计时触发 / 运行倒计时完成,写触发→等完成→复位
高低温金属浴,high_low_temp_metal_bath,property,status,设备运行状态,str,设备运行状态,读状态
高低温金属浴,high_low_temp_metal_bath,property,fault,故障,bool,故障,读状态
高低温金属浴,high_low_temp_metal_bath,property,idle,空闲,bool,空闲,读状态
高低温金属浴,high_low_temp_metal_bath,property,fault_code,故障代码,int,故障代码,读状态
高低温金属浴,high_low_temp_metal_bath,property,run_time,运行时间,float,运行时间,读状态
高低温金属浴,high_low_temp_metal_bath,property,current_temperature,实际温度,float,实际温度,读状态
高低温金属浴,high_low_temp_metal_bath,property,remaining_time,剩余时间,float,剩余时间,读状态
高低温金属浴,high_low_temp_metal_bath,action,stop_heat_cool,加热/制冷停止,,加热/制冷停止触发 / 加热/制冷停止完成,写触发→等完成→复位
高低温金属浴,high_low_temp_metal_bath,property,device_ready,设备就绪,bool,设备就绪,读状态
振荡金属浴,shaking_metal_bath,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
振荡金属浴,shaking_metal_bath,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
振荡金属浴,shaking_metal_bath,action,start_oscillation,振荡启动,,振荡启动触发 / 振荡启动完成,写触发→等完成→复位
振荡金属浴,shaking_metal_bath,action,start_heating,加热启动,,加热启动触发 / 加热启动完成,写触发→等完成→复位
振荡金属浴,shaking_metal_bath,action,run_countdown,运行倒计时,,运行倒计时触发 / 运行倒计时完成,写触发→等完成→复位
振荡金属浴,shaking_metal_bath,property,status,设备运行状态,str,设备运行状态,读状态
振荡金属浴,shaking_metal_bath,property,fault,故障,bool,故障,读状态
振荡金属浴,shaking_metal_bath,property,idle,空闲,bool,空闲,读状态
振荡金属浴,shaking_metal_bath,property,fault_code,故障代码,int,故障代码,读状态
振荡金属浴,shaking_metal_bath,property,oscillation_speed,振荡速度,float,振荡速度,读状态
振荡金属浴,shaking_metal_bath,property,run_time,运行时间,float,运行时间,读状态
振荡金属浴,shaking_metal_bath,property,current_temperature,实际温度,float,实际温度,读状态
振荡金属浴,shaking_metal_bath,property,current_speed,实际转速,float,实际转速,读状态
振荡金属浴,shaking_metal_bath,property,remaining_time,剩余时间,float,剩余时间,读状态
振荡金属浴,shaking_metal_bath,action,stop_oscillation,振荡停止,,振荡停止触发 / 振荡停止完成,写触发→等完成→复位
振荡金属浴,shaking_metal_bath,action,stop_heating,加热停止,,加热停止触发 / 加热停止完成,写触发→等完成→复位
振荡金属浴,shaking_metal_bath,property,device_ready,设备就绪,bool,设备就绪,读状态
干体温度校正炉,dry_block_temp_calibrator,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
干体温度校正炉,dry_block_temp_calibrator,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
干体温度校正炉,dry_block_temp_calibrator,action,set_hold_time,设置恒温时间,hold_time:float,恒温时间设置,写设定值
干体温度校正炉,dry_block_temp_calibrator,action,run_countdown,运行倒计时,,运行倒计时触发 / 运行倒计时完成,写触发→等完成→复位
干体温度校正炉,dry_block_temp_calibrator,action,start_heating,加热启动,,加热启动触发 / 加热启动完成,写触发→等完成→复位
干体温度校正炉,dry_block_temp_calibrator,action,hold_temperature,恒温,,恒温触发 / 恒温完成,写触发→等完成→复位
干体温度校正炉,dry_block_temp_calibrator,action,correct_temperature,温度校正,,温度校正触发 / 温度校正完成,写触发→等完成→复位
干体温度校正炉,dry_block_temp_calibrator,action,check_uniformity,均匀性检测,,均匀性检测触发 / 均匀性检测完成,写触发→等完成→复位
干体温度校正炉,dry_block_temp_calibrator,property,status,设备运行状态,str,设备运行状态,读状态
干体温度校正炉,dry_block_temp_calibrator,property,fault,故障,bool,故障,读状态
干体温度校正炉,dry_block_temp_calibrator,property,idle,空闲,bool,空闲,读状态
干体温度校正炉,dry_block_temp_calibrator,property,fault_code,故障代码,int,故障代码,读状态
干体温度校正炉,dry_block_temp_calibrator,property,current_temperature,实际温度,float,实际温度,读状态
干体温度校正炉,dry_block_temp_calibrator,property,run_time,运行时间,float,运行时间,读状态
干体温度校正炉,dry_block_temp_calibrator,property,remaining_time,剩余时间,float,剩余时间,读状态
干体温度校正炉,dry_block_temp_calibrator,action,stop_heating,加热停止,,加热停止触发 / 加热停止完成,写触发→等完成→复位
干体温度校正炉,dry_block_temp_calibrator,property,device_ready,设备就绪,bool,设备就绪,读状态
砂浴,sand_bath,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
砂浴,sand_bath,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
砂浴,sand_bath,action,set_ramp_rate,设置升温速率,ramp_rate:float,升温速率设置,写设定值
砂浴,sand_bath,action,run_countdown,运行倒计时,,运行倒计时触发 / 运行倒计时完成,写触发→等完成→复位
砂浴,sand_bath,action,start_heating,加热启动,,加热启动触发 / 加热启动完成,写触发→等完成→复位
砂浴,sand_bath,action,start_stirring,搅拌启动,,搅拌启动触发 / 搅拌启动完成,写触发→等完成→复位
砂浴,sand_bath,action,control_ramp_rate,升温速率控制,,升温速率控制触发 / 升温速率控制完成,写触发→等完成→复位
砂浴,sand_bath,property,status,设备运行状态,str,设备运行状态,读状态
砂浴,sand_bath,property,fault,故障,bool,故障,读状态
砂浴,sand_bath,property,idle,空闲,bool,空闲,读状态
砂浴,sand_bath,property,fault_code,故障代码,int,故障代码,读状态
砂浴,sand_bath,property,current_temperature,实际温度,float,实际温度,读状态
砂浴,sand_bath,property,stir_speed,搅拌速度,float,搅拌速度,读状态
砂浴,sand_bath,property,run_time,运行时间,float,运行时间,读状态
砂浴,sand_bath,property,remaining_time,剩余时间,float,剩余时间,读状态
砂浴,sand_bath,property,preheat_time,预热时间,float,预热时间,读状态
砂浴,sand_bath,property,holding_time,保温时间,float,保温时间,读状态
砂浴,sand_bath,action,stop_heating,加热停止,,加热停止触发 / 加热停止完成,写触发→等完成→复位
砂浴,sand_bath,action,stop_stirring,搅拌停止,,搅拌停止触发 / 搅拌停止完成,写触发→等完成→复位
砂浴,sand_bath,property,device_ready,设备就绪,bool,设备就绪,读状态
黑体辐射源,blackbody_radiation_source,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
黑体辐射源,blackbody_radiation_source,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
黑体辐射源,blackbody_radiation_source,action,set_emissivity,设置辐射率,emissivity:float,辐射率设置,写设定值
黑体辐射源,blackbody_radiation_source,action,set_radiation_intensity,设置辐射强度,radiation_intensity:float,辐射强度设置,写设定值
黑体辐射源,blackbody_radiation_source,action,run_countdown,运行倒计时,,运行倒计时触发 / 运行倒计时完成,写触发→等完成→复位
黑体辐射源,blackbody_radiation_source,action,start_heating,加热启动,,加热启动触发 / 加热启动完成,写触发→等完成→复位
黑体辐射源,blackbody_radiation_source,action,radiation_output,辐射输出,,辐射输出触发 / 辐射输出完成,写触发→等完成→复位
黑体辐射源,blackbody_radiation_source,action,calibrate_emissivity,辐射率校准,,辐射率校准触发 / 辐射率校准完成,写触发→等完成→复位
黑体辐射源,blackbody_radiation_source,property,status,设备运行状态,str,设备运行状态,读状态
黑体辐射源,blackbody_radiation_source,property,fault,故障,bool,故障,读状态
黑体辐射源,blackbody_radiation_source,property,idle,空闲,bool,空闲,读状态
黑体辐射源,blackbody_radiation_source,property,fault_code,故障代码,int,故障代码,读状态
黑体辐射源,blackbody_radiation_source,property,current_temperature,实际温度,float,实际温度,读状态
黑体辐射源,blackbody_radiation_source,property,current_emissivity,实际辐射率,int,实际辐射率,读状态
黑体辐射源,blackbody_radiation_source,property,radiation_intensity_feedback,辐射强度反馈,int,辐射强度反馈,读状态
黑体辐射源,blackbody_radiation_source,property,run_time,运行时间,float,运行时间,读状态
黑体辐射源,blackbody_radiation_source,property,remaining_time,剩余时间,float,剩余时间,读状态
黑体辐射源,blackbody_radiation_source,property,radiation_stable_time,辐射稳定时间,float,辐射稳定时间,读状态
黑体辐射源,blackbody_radiation_source,property,preheat_stable_time,预热稳定时间,float,预热稳定时间,读状态
黑体辐射源,blackbody_radiation_source,action,stop_heating,加热停止,,加热停止触发 / 加热停止完成,写触发→等完成→复位
黑体辐射源,blackbody_radiation_source,action,stop_radiation_output,辐射输出停止,,辐射输出停止触发 / 辐射输出停止完成,写触发→等完成→复位
黑体辐射源,blackbody_radiation_source,property,device_ready,设备就绪,bool,设备就绪,读状态
黑体辐射源,blackbody_radiation_source,property,blackbody_cavity_temperature,黑体腔温度,float,黑体腔温度,读状态
黑体辐射源,blackbody_radiation_source,property,ambient_temperature_compensation,环境温度补偿,float,环境温度补偿,读状态
黑体辐射源,blackbody_radiation_source,property,calibration_cycle,校准周期,float,校准周期,读状态
高温恒温槽,high_temp_thermostatic_bath,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
高温恒温槽,high_temp_thermostatic_bath,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
高温恒温槽,high_temp_thermostatic_bath,action,set_temp_control_precision,设置控温精度,temp_control_precision:int,控温精度设置,写设定值
高温恒温槽,high_temp_thermostatic_bath,action,set_heating_power,设置加热功率,heating_power:float,加热功率设置,写设定值
高温恒温槽,high_temp_thermostatic_bath,action,set_circulation_pump_speed,设置循环泵转速,circulation_pump_speed:float,循环泵转速设置,写设定值
高温恒温槽,high_temp_thermostatic_bath,action,set_hold_time,设置恒温时间,hold_time:float,恒温时间设置,写设定值
高温恒温槽,high_temp_thermostatic_bath,action,set_alarm_sensitivity,设置报警灵敏度,alarm_sensitivity:int,报警灵敏度设置,写设定值
